 table_schema |         table_name          |          column_name          |          data_type          | is_nullable |                        column_default                         |   primary_key   |   foreign_key    | foreign_table_schema |   foreign_table_name   | foreign_column_name 
 public       | oc_mail_provisionings       | smtp_port                     | smallint                    | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_provisionings       | smtp_ssl_mode                 | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_mail_provisionings       | sieve_enabled                 | boolean                     | YES         | false                                                         |                 |                  |                      |                        | 
 public       | oc_mail_provisionings       | sieve_user                    | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_mail_provisionings       | sieve_host                    | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_mail_provisionings       | sieve_port                    | smallint                    | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_provisionings       | sieve_ssl_mode                | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_mail_provisionings       | ldap_aliases_provisioning     | boolean                     | YES         | false                                                         |                 |                  |                      |                        | 
 public       | oc_mail_provisionings       | ldap_aliases_attribute        | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_mail_provisionings       | master_password_enabled       | boolean                     | YES         | false                                                         |                 |                  |                      |                        | 
 public       | oc_mail_provisionings       | master_password               | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_mail_recipients          | id                            | bigint                      | NO          | nextval('oc_mail_recipients_id_seq'::regclass)                | id              |                  |                      |                        | 
 public       | oc_mail_recipients          | local_message_id              | integer                     | YES         |                                                               |                 | local_message_id | public               | oc_mail_local_messages | id
 public       | oc_mail_recipients          | message_id                    | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_recipients          | type                          | integer                     | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_recipients          | label                         | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_mail_recipients          | email                         | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_smime_certificates  | id                            | bigint                      | NO          | nextval('oc_mail_smime_certificates_id_seq'::regclass)        | id              |                  |                      |                        | 
 public       | oc_mail_smime_certificates  | user_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_smime_certificates  | email_address                 | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_smime_certificates  | certificate                   | text                        | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_smime_certificates  | private_key                   | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_tags                | id                            | integer                     | NO          | nextval('oc_mail_tags_id_seq'::regclass)                      | id              |                  |                      |                        | 
 public       | oc_mail_tags                | user_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_tags                | imap_label                    | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_tags                | display_name                  | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_tags                | color                         | character varying           | YES         | '#fff'::character varying                                     |                 |                  |                      |                        | 
 public       | oc_mail_tags                | is_default_tag                | boolean                     | YES         | false                                                         |                 |                  |                      |                        | 
 public       | oc_mail_trusted_senders     | id                            | integer                     | NO          | nextval('oc_mail_trusted_senders_id_seq'::regclass)           | id              |                  |                      |                        | 
 public       | oc_mail_trusted_senders     | email                         | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_trusted_senders     | user_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mail_trusted_senders     | type                          | character varying           | NO          | 'individual'::character varying                               |                 |                  |                      |                        | 
 public       | oc_migrations               | app                           | character varying           | NO          |                                                               | app             |                  |                      |                        | 
 public       | oc_migrations               | version                       | character varying           | NO          |                                                               | version         |                  |                      |                        | 
 public       | oc_mimetypes                | id                            | bigint                      | NO          | nextval('oc_mimetypes_id_seq'::regclass)                      | id              |                  |                      |                        | 
 public       | oc_mimetypes                | mimetype                      | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_mounts                   | id                            | bigint                      | NO          | nextval('oc_mounts_id_seq'::regclass)                         | id              |                  |                      |                        | 
 public       | oc_mounts                   | storage_id                    | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mounts                   | root_id                       | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mounts                   | user_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mounts                   | mount_point                   | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_mounts                   | mount_id                      | bigint                      | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_mounts                   | mount_provider_class          | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_notes_meta               | id                            | integer                     | NO          | nextval('oc_notes_meta_id_seq'::regclass)                     | id              |                  |                      |                        | 
 public       | oc_notes_meta               | file_id                       | integer                     | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notes_meta               | user_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notes_meta               | last_update                   | integer                     | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notes_meta               | etag                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notes_meta               | content_etag                  | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notes_meta               | file_etag                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications            | notification_id               | integer                     | NO          | nextval('oc_notifications_notification_id_seq'::regclass)     | notification_id |                  |                      |                        | 
 public       | oc_notifications            | app                           | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications            | user                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications            | timestamp                     | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_notifications            | object_type                   | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications            | object_id                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications            | subject                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications            | subject_parameters            | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications            | message                       | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_notifications            | message_parameters            | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications            | link                          | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_notifications            | icon                          | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_notifications            | actions                       | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications_pushhash   | id                            | integer                     | NO          | nextval('oc_notifications_pushhash_id_seq'::regclass)         | id              |                  |                      |                        | 
 public       | oc_notifications_pushhash   | uid                           | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications_pushhash   | token                         | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_notifications_pushhash   | deviceidentifier              | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications_pushhash   | devicepublickey               | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications_pushhash   | devicepublickeyhash           | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications_pushhash   | pushtokenhash                 | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications_pushhash   | proxyserver                   | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications_pushhash   | apptype                       | character varying           | NO          | 'unknown'::character varying                                  |                 |                  |                      |                        | 
 public       | oc_notifications_settings   | id                            | bigint                      | NO          | nextval('oc_notifications_settings_id_seq'::regclass)         | id              |                  |                      |                        | 
 public       | oc_notifications_settings   | user_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_notifications_settings   | batch_time                    | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_notifications_settings   | last_send_id                  | bigint                      | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_notifications_settings   | next_send_time                | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_oauth2_access_tokens     | id                            | integer                     | NO          | nextval('oc_oauth2_access_tokens_id_seq'::regclass)           | id              |                  |                      |                        | 
 public       | oc_oauth2_access_tokens     | token_id                      | integer                     | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_oauth2_access_tokens     | client_id                     | integer                     | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_oauth2_access_tokens     | hashed_code                   | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_oauth2_access_tokens     | encrypted_token               | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_oauth2_access_tokens     | code_created_at               | bigint                      | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_oauth2_access_tokens     | token_count                   | bigint                      | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_oauth2_clients           | id                            | integer                     | NO          | nextval('oc_oauth2_clients_id_seq'::regclass)                 | id              |                  |                      |                        | 
 public       | oc_oauth2_clients           | name                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_oauth2_clients           | redirect_uri                  | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_oauth2_clients           | client_identifier             | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_oauth2_clients           | secret                        | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_open_local_editor        | id                            | bigint                      | NO          | nextval('oc_open_local_editor_id_seq'::regclass)              | id              |                  |                      |                        | 
 public       | oc_open_local_editor        | user_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_open_local_editor        | path_hash                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_open_local_editor        | expiration_time               | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_open_local_editor        | token                         | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_photos_albums            | album_id                      | bigint                      | NO          | nextval('oc_photos_albums_album_id_seq'::regclass)            | album_id        |                  |                      |                        | 
 public       | oc_photos_albums            | name                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_photos_albums            | user                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_photos_albums            | created                       | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_photos_albums            | location                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_photos_albums            | last_added_photo              | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_photos_albums_collabs    | id                            | bigint                      | NO          | nextval('oc_photos_albums_collabs_id_seq'::regclass)          | id              |                  |                      |                        | 
 public       | oc_photos_albums_collabs    | album_id                      | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_photos_albums_collabs    | collaborator_id               | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_photos_albums_collabs    | collaborator_type             | integer                     | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_photos_albums_files      | album_file_id                 | bigint                      | NO          | nextval('oc_photos_albums_files_album_file_id_seq'::regclass) | album_file_id   |                  |                      |                        | 
 public       | oc_photos_albums_files      | album_id                      | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_photos_albums_files      | file_id                       | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_photos_albums_files      | added                         | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_photos_albums_files      | owner                         | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_preferences              | userid                        | character varying           | NO          | ''::character varying                                         | userid          |                  |                      |                        | 
 public       | oc_preferences              | appid                         | character varying           | NO          | ''::character varying                                         | appid           |                  |                      |                        | 
 public       | oc_preferences              | configkey                     | character varying           | NO          | ''::character varying                                         | configkey       |                  |                      |                        | 
 public       | oc_preferences              | configvalue                   | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_preferences_ex           | id                            | bigint                      | NO          | nextval('oc_preferences_ex_id_seq'::regclass)                 | id              |                  |                      |                        | 
 public       | oc_preferences_ex           | userid                        | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_preferences_ex           | appid                         | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_preferences_ex           | configkey                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_preferences_ex           | configvalue                   | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_privacy_admins           | id                            | integer                     | NO          | nextval('oc_privacy_admins_id_seq'::regclass)                 | id              |                  |                      |                        | 
 public       | oc_privacy_admins           | displayname                   | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_profile_config           | id                            | bigint                      | NO          | nextval('oc_profile_config_id_seq'::regclass)                 | id              |                  |                      |                        | 
 public       | oc_profile_config           | user_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_profile_config           | config                        | text                        | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_properties               | id                            | bigint                      | NO          | nextval('oc_properties_id_seq'::regclass)                     | id              |                  |                      |                        | 
 public       | oc_properties               | userid                        | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_properties               | propertypath                  | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_properties               | propertyname                  | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_properties               | propertyvalue                 | text                        | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_properties               | valuetype                     | smallint                    | YES         | 1                                                             |                 |                  |                      |                        | 
 public       | oc_ratelimit_entries        | id                            | bigint                      | NO          | nextval('oc_ratelimit_entries_id_seq'::regclass)              | id              |                  |                      |                        | 
 public       | oc_ratelimit_entries        | hash                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_ratelimit_entries        | delete_after                  | timestamp without time zone | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_reactions                | id                            | bigint                      | NO          | nextval('oc_reactions_id_seq'::regclass)                      | id              |                  |                      |                        | 
 public       | oc_reactions                | parent_id                     | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_reactions                | message_id                    | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_reactions                | actor_type                    | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_reactions                | actor_id                      | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_reactions                | reaction                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_recent_contact           | id                            | integer                     | NO          | nextval('oc_recent_contact_id_seq'::regclass)                 | id              |                  |                      |                        | 
 public       | oc_recent_contact           | actor_uid                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_recent_contact           | uid                           | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_recent_contact           | email                         | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_recent_contact           | federated_cloud_id            | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_recent_contact           | card                          | bytea                       | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_recent_contact           | last_contact                  | integer                     | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_richdocuments_assets     | id                            | bigint                      | NO          | nextval('oc_richdocuments_assets_id_seq'::regclass)           | id              |                  |                      |                        | 
 public       | oc_richdocuments_assets     | uid                           | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_richdocuments_assets     | fileid                        | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_richdocuments_assets     | token                         | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_richdocuments_assets     | timestamp                     | bigint                      | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_richdocuments_direct     | id                            | bigint                      | NO          | nextval('oc_richdocuments_direct_id_seq'::regclass)           | id              |                  |                      |                        | 
 public       | oc_richdocuments_direct     | token                         | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_richdocuments_direct     | uid                           | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_richdocuments_direct     | fileid                        | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_richdocuments_direct     | timestamp                     | bigint                      | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_richdocuments_direct     | template_destination          | bigint                      | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_richdocuments_direct     | template_id                   | bigint                      | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_richdocuments_direct     | share                         | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_richdocuments_direct     | initiator_host                | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_richdocuments_direct     | initiator_token               | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_richdocuments_template   | id                            | bigint                      | NO          | nextval('oc_richdocuments_template_id_seq'::regclass)         | id              |                  |                      |                        | 
 public       | oc_richdocuments_template   | userid                        | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_richdocuments_template   | fileid                        | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_richdocuments_template   | templateid                    | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_richdocuments_template   | timestamp                     | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_richdocuments_wopi       | id                            | bigint                      | NO          | nextval('oc_richdocuments_wopi_id_seq'::regclass)             | id              |                  |                      |                        | 
